"SURVEY_YEAR","BIOMASS_MT_MALE_GE25","CV_BIOMASS_MT_MALE_GE25","CI_BIOMASS_MT_MALE_GE25","BIOMASS_MT_MALE_LE94","CV_BIOMASS_MT_MALE_LE94","CI_BIOMASS_MT_MALE_LE94","BIOMASS_MT_MALE_GE95","CV_BIOMASS_MT_MALE_GE95","CI_BIOMASS_MT_MALE_GE95","BIOMASS_MT_MALE_GE78","CV_BIOMASS_MT_MALE_GE78","CI_BIOMASS_MT_MALE_GE78","BIOMASS_MT_MALE_GE102","CV_BIOMASS_MT_MALE_GE102","CI_BIOMASS_MT_MALE_GE102","BIOMASS_MT_MALE_GE102_NEW","CV_BIOMASS_MT_MALE_GE102_NEW","CI_BIOMASS_MT_MALE_GE102_NEW","BIOMASS_MT_MALE_GE102_OLD","CV_BIOMASS_MT_MALE_GE102_OLD","CI_BIOMASS_MT_MALE_GE102_OLD","BIOMASS_MT_MALE_95TO101","CV_BIOMASS_MT_MALE_95TO101","CI_BIOMASS_MT_MALE_95TO101","BIOMASS_MT_IMMATURE_FEMALE","CV_BIOMASS_MT_IMMATURE_FEMALE","CI_BIOMASS_MT_IMMATURE_FEMALE","BIOMASS_MT_MATURE_FEMALE","CV_BIOMASS_MT_MATURE_FEMALE","CI_BIOMASS_MT_MATURE_FEMALE"
2005,234088.491446054641278183332912625947918,0.1306256759313649477644319099372266969584,59932.8161488730812550396188549427356899,184024.8376996808644299083772264914244165,0.158774594836547713638462760304878139259,57268.1993294314296031785174103694045003,50071.7648552650397063185790343929199107,0.1031197956266169681992327509847365398415,10120.2447107363479803000708793056669245,105970.9196971492120518546555357842145711,0.1126588477830886641217395258306832846377,23399.5809547262889019017941769368551846,39846.5415757665059611596223883298807022,0.1087168028369503074947098546200734350363,8490.697664284822884449467021427451080632,21949.6461349992963981966253728265955268,0.157062867905197845845731604508224686516,6757.049768075772630171534972927861590962,17896.8954407672095629629970155032851755,0.150900998593539635454364886799096361123,5293.292411722439664632064697691802203355,10225.2232794985337451589566460630392085,0.1257658348790693958201676738922957072673,2520.528135439216935397412432159922294,55125.3110116384256323357604674602951367,0.2349405334198788010586292534632879138139,25384.2931490616588171095364362938774415,62603.1340771644724694948670466914541231,0.2232647148599040811563240580747046428208,27395.0589229859619114661231363304908843
2006,214710.2426113553746705332217551896121977,0.2141964138542538931985122143334005489543,90140.7214108531045667715190971506282801,124579.4121223087558140675935320841959995,0.1500778245180672490207590345890572985743,36645.3500160694331730389996093097169462,90151.9449722457716942364187737676961936,0.347976234979739621714722927694994546609,61486.6393995837912162560057366529655311,141959.5890228479518306907430385742284226,0.2603560897687914562730214202129730095709,72441.6852662197533719041121853221830688,72344.3549432971831392117710126072510526,0.3659566033389471260988753058694400640437,51890.7930353605636788606240893593112945,52655.417773068548381390352233607162001,0.4955671535833390417107085456968167961876,51144.8191928206374180612984107204560543,19688.9371702286347578214187790000890519,0.183450427354716718558168095204930432379,7079.410118555675440986819063065803561058,17807.5900289485885550246477611604451412,0.2935353655841816040702332125408851707644,10245.2286006684759903217090424252736628,28090.320636122077342912369064971092693,0.2296737130053216848298192417451694987385,12645.1521504160078253151798853939439157,50592.4362891992312431571206371446930607,0.2035625640176256587665122930525772840711,20185.5030598184214322963836522532400964
2007,239870.8949568752772894838908700363407236,0.1226932229285872505487901064904890289091,57683.8450504863219686464167487849491234,140003.4156548254246936525164006174612125,0.1297039253413500160765502756081533414923,35591.6254403898430759263158996982792013,99875.013887104091792669734736181735608,0.1851749781788320024796624242591080024656,36248.9328936238850885637327177186807685,162108.0734160841945042623135127474075729,0.1474233059510027435920552663920527746686,46841.0758845201095908311664671868266933,74719.8444247493791538555677940881282982,0.2125612355604695170612111214037157547069,31129.7832055491439273876184073700106878,59695.8847645046854626100210634470866007,0.2589668681755479035196001559851811938197,30300.1423880470794340780238978350337169,15023.959660244693691245546730641041698,0.1757265425680339232630883850672349482733,5174.612634081770744135252147888126383031,25155.1694623547126388141669420936073086,0.1422497173071865831872877483912628238525,7013.498859875287942926146250282836347953,27875.4669577681685253788562755806493678,0.2642011019667115227263341448316045657728,14434.8690126348512437562265002855844036,54448.605449819662588259212472228103719,0.3237070061577814596537473404971825002714,34545.7743168696778543038929928135052529
2008,193556.8149648712067196709928729234392864,0.1086344006820772518922301826324009520117,41212.7800396153899088185593199296896146,114296.5987677151042425226580505508406552,0.1495345682033546549137983598640621821358,33498.9333859310174860119308236799717329,79600.4438410888731634628871278606550923,0.1089166049800990180231111603031264341705,16992.8277922376478372120065720176936778,123529.789181824793418452686649340501979,0.1017761630362794429450552479498757783828,24641.8804086689923520275875338215728504,60329.058545631583392582799500029448966,0.1200745635281994671624372041281096319834,14198.211330950452845629975702270975646,42703.0762095665609001929927569288794837,0.1533645940452511499664560981761012854186,12836.3142968326517546840469665903640927,17625.9823360650224923898067431005694822,0.1537255395134963946245381421912648148412,5310.744742371228081830862606983368461919,19271.3852954572897708800876278312061258,0.1094804312872090588007851135872403342832,4135.285564351340003058706296695086608232,8993.745184720218506339709153088836286178,0.1956334194070786176405179715537625404936,3448.575162575017953577392682703849390835,49351.9599575405278640600071809763854662,0.2352485129496209786546058104753409403427,22755.5513746748717913097301486029761499
2009,201561.2570498788284120292903360415789464,0.1072960374321425829446216684361908660868,42388.3793953352832493499045450972115185,98467.9204420772205352672307397253948548,0.107983478685502633236570177949869097016,20840.5008329951165578746503500828687175,103188.2351102868796891165541801291782,0.1526961780157634857511573067610047122131,30882.6402703643297204071266020175109968,149587.6355878890888759246407514239429968,0.1283059985700767759317242389716141046856,37618.26227736809202239016491328832598,77510.2585041246682278833539379798599114,0.1684826102042630547307804756611038227416,25595.8961139489200051479314223264513455,54610.8632015608929867833399146088918054,0.2060877679880571019478295401008744937499,22059.0765740171808967524954567609209239,22899.3953025637752411000140233709681061,0.2582859486723985108915087295997663475093,11592.6003979040236079180227773745187321,25677.9766061622114612332002421493182876,0.1503076918280812883090936427651004273287,7564.810893195912237770810126531521227444,29659.9773955120846291167573570282153781,0.3328478394092656887683535483304557353311,19349.628410326759219836771757802744984,50001.7450617490892962138693181909273293,0.230841877449136822282207054129002753726,22623.2935433430405010841812402534688095
2010,251129.2040197752363191219847681731126558,0.1045179519533685584402892584043486978897,51445.119756460054462443414064379504293,146024.9776542248560112022146434396575233,0.1429691255518540773241213619054246997741,40919.0441933489766725677262985163989053,105278.0067686655562175293538874110539239,0.1331301486627873105202889233396970772459,27470.7263163873734807699355243090633742,134169.8846902091436786742619793889134242,0.1215627939764211137308426482240937978753,31967.729458854700136218540514266022062,87099.2712130388288356638218152132734573,0.1451305006899181477151974902639964681744,24775.8912481155872375162518135176666803,72975.8251132514497249604034504727709665,0.1695508115160690436083828974481880126981,24251.2963232527682642212571217434929409,14123.446099787379110703418364740502491,0.1128666456853909280832904543952739952935,3124.369334130780306326126909601419927289,18178.7355556267273818655320721977804686,0.1431598563890691318027229580090855762711,5100.831736097638797610691569717009307087,90479.3006607300859172171896213782030521,0.2000470165381628447659510587127889271532,35476.2237450514206141434313840749340305,94956.0696728115560206818845453655256189,0.1836361742868227488801747376035400847975,34177.2439456550895181942668326715600883
2011,260822.3547436537671645771218956957699811,0.1108983079532151011661610018581761896657,56692.5253221910809107404214048969065714,149214.3100085784203474915579340024019274,0.1496194051057959736259742971846628880525,43757.6983416404298548535067989536995065,111661.5264209289769163855279862850746731,0.1179969271951712221057153571320321739269,25824.4053270404068968935319385372410257,145916.1295892578009275116644964594440559,0.1141644721931259959440180662887256962191,32650.5383212819274693449002813304897409,94381.4116685416869769744659839496381007,0.1190126914034882166776264567687283388669,22015.8682094221180411537449612328794675,60241.6566327405742125830757860161596973,0.1531473303584855258450281926286669602529,18082.6638237664720990116678162522187707,34139.7550358011127643913901979334784048,0.1418055652313225350914852342903050691468,9488.76622903290674271540940872647275179,17280.1147523872899394110620023354365701,0.179306337718316080920779655872451871388,6072.930819541510091530315209072604032176,41232.0565452059920202204561741062205746,0.1638086667693465680688364081340898453189,13238.1696932238667532062472187494382417,169117.3546664210954977761167936696194406,0.1921711275857736554823321092396153084141,63698.9665715159103725942158991953876948
2012,191083.1221495124536098326955218514974638,0.1029453877724104932832257138037114936191,38555.4071686311024701436205690043350797,123682.5220665651592872018416163763082006,0.1218904955807070582364287736316343547907,29548.4188623561129692239161140844586678,67476.4139514381861847665577474953393905,0.1429844154278664551641150398893674067856,18910.2281838696381495613139691411673734,104437.5690931294785271158209311376146099,0.1185875396581321029722873345172741821126,24274.5889585955911411793912964338113267,53151.5075938972948927263903143835531213,0.1499395720563036378796706487162603982547,15620.24803344161355121713594830756011,21529.1276255685086332329202416946885121,0.1865419378008575385118079642629669376484,7871.526965413627987001150254757647967964,31622.3799683287862594934700726888646089,0.2158069980789548200495491468931627368279,13375.6885504311351287822914242939220189,14324.9063575408912920401674331117862707,0.1473110695292670011415488341010690388094,4136.025861814452468387510503344097110106,41425.3385986550574345063026252444007709,0.1656554068843275394137213093655816773144,13450.1693889272349973668682577908610136,143267.5026919616778320125869968521079969,0.2347608732426471465999405843809078308538,65921.8639169461196262199864579555893417
2013,158848.8963284458045809811428961519763443,0.0959133798984366537895565506457316768146,29862.0396983952995500080649553373103577,100505.7793073412154581229611671532166297,0.1085616976732983142148854304508033272261,21385.7129340623246219387292002197747381,58389.4707122801641746651364222059338967,0.129134738733705153556835279979771705566,14778.6137286500707983625165629457839569,99733.1811442736354524126577240178022319,0.11812299701488797444207353321870928985,23090.3332268370198688690570278880518031,43125.925880137868032652589751924429078,0.1398822807794192069063979504239147824006,11823.8036307622186170415268935611352301,28866.2608809842740152179927895099958561,0.1753233490174098654822729808656336308282,9919.421881278245668967827623513629634808,14259.6649991535940174345969624144332218,0.1590920972238254906139103278444735303112,4446.456020432069023021930624917055409824,15263.5448321422961420125466702815048189,0.1269857055391859652232341900820482122471,3798.973938695627166359630962052369754232,31363.8713094496910435589385155084520399,0.1776475936307038055592831090366453503068,10920.5638795309451704299416856512994621,125671.8108336051660236940821307444203224,0.206738316138539091655290124685844505921,50923.1099733282716343159967993688410286
2014,245304.7877244649878258965413695336357551,0.1776071331676166838961271983358301072596,85393.0449960646711973570137067960717979,140092.3124002809310676392195140046672225,0.2466862046976163219589088283411823148863,67735.3280725427056549254477315216137991,105441.471036946310198044206807363225416,0.2011521623408169601718789045018727381085,41571.168602977612665880088292306382613,151453.0639548880433858464895461988690596,0.1639498536659156779446182594331645609591,48668.1870384105876855570634312438421993,79509.8544372751683228796383383695821577,0.2238481467668380046896310634956519670281,34884.3417883507917874849649383707895397,63190.9536489849667354334874046298047998,0.2751080932777684204646144358075837717751,34073.3118307211500552901302661010414236,16318.900788290201587446150933739777357,0.1697711026736886430671058141522326926241,5430.136451251086521517150192348596185561,25931.6165996711418751645684689936432603,0.1881229830667297026067795203308635802321,9561.532818126807741067259238218126527904,54522.6608832567869411135521002626249603,0.4408919342695477911982206556087565008897,47115.6587799497238158729833216591407982,111361.8575271087667088721841187118135954,0.2139745762423499243135937345180870901236,46704.0682968911274268385243679859107202
2015,131766.6425878678530891190983651805550972,0.117701204071863028276649793266688126047,30397.8212786337892448433595265893738532,85434.3168954487867436305203389074507701,0.1562157529754064994107946264286310855231,26158.5248417735701195247194451124103115,46410.0262000486298913150319345060906416,0.154686455412485929100015438329347497179,14070.8447990328072778682442491690630734,71550.1624831865722413942013954553717967,0.117512078798204739189341609898986859792,16479.696330227202981275393802536489844,35837.9559383651504929560045831494042257,0.1805417891489425065989880603974493539428,12681.687421724689468429539329131074172,22638.0268063899834220192196109580244114,0.2645193653375996769467426415937662651158,11736.8651073108199116559384658604425985,13199.9291319751670709367849721913798144,0.1791432367265672088244624805754608688062,4634.768937356142806983201814334809729521,10572.0702616834793983590273513566864157,0.1215197741116289773462878008156572654511,2518.042556580411468823463155701195886129,35701.4445762074436436824434173854682304,0.2464707806826973198342857293542927962808,17246.7513157478812619850022803935884538,81627.7699927431651738453447520971693689,0.1828633398222783251938440036138985767824,29256.3842205108232260357202949089633975
2016,133358.2171874873470324510355734962496528,0.1479243496207185995575467959436678445436,38664.7779863137010325366002189793316741,103747.4779235562065522817691540380246986,0.1860667890116235019235815485153117874539,37835.76176716918365389343766207408426,29960.8878043510445824004260209111850804,0.1169717089769140935631871128215967478435,6868.969447923429133522006381291663406616,51669.747148971621767116468683973649749,0.1079055228495501345516930631888603532177,10927.8841199631170951510079907478817496,21996.893899369686139142925641670240365,0.1271628566536036241981750601976592067304,5482.488216870147907495252260861993282135,10901.3898220110371081826054245012431608,0.1734678534716178890160366697420894226068,3706.439756871930521128735944246930668121,11095.5040773586490309603202171689972042,0.167231034630003637458963095149429193589,3636.804748132297157155903098799383391199,7963.99390498135844325750037924094471541,0.1259633719504984191545869782959426509847,1966.216191870751668286605327198596071177,53788.4453444167392276730270313166261875,0.2749180861087981397921917292220968644965,28983.3362397552973200142271015831197998,52022.0620440676221443396263183799707085,0.206058332062396383690762257998080094219,21010.3754970842635855921330297985843421
2017,218203.3141795785787307420443221948431244,0.1456280786663911655525678294919222808818,62281.9976291174348228206403071379994001,188851.1017306206349479387542920918513887,0.1594861837196610970381451652484358135622,59033.5173522895338609197552499026730766,29363.0749680595962707528594241594889016,0.1268688920007215665881924020006610421033,7301.511142386413814016124023723822493571,52272.1551784901776798561154824816130259,0.1307847625747892989771395097177614753833,13399.3467524111064430019798874777030963,20740.0240227262426776731215245431144673,0.1431064985048829588231032521045437489132,5817.343144927039006034169756164426285646,13235.0664173501934214628049150873068816,0.2026833325648581703172335079537892680091,5257.753641644119419514587147372494588954,7504.957605376049256210316609455807585675,0.156572421142179160507376846523006472926,2303.135990372552870094400156492730862247,8623.050945333353593079737899616374434289,0.1266089549926250905677372716203184213485,2139.840719312174658414851727841750160742,66242.0155915365201064476941203390212354,0.1918593357621188058821090071223219861448,24909.9322574347838274587647245822847392,103422.2085233935252653259738725697461862,0.2192580876320274349677875621683456072034,44445.2650926592632484269882878105227553
2018,505944.3265879797506652016469936677824765,0.1424875299683509928423832320341281621448,141297.8844981629764275732708054658192787,458900.9906903701969911902736990852245874,0.1526973399133708589634852118726919293904,137343.0027015789843409759045420519088732,47053.9744607480401878395986143191169826,0.2015550597237735461021578592365998086996,18588.5746000468933005867086184631921965,130473.9914918964663444477183263098240022,0.1703130432211952959468403746539048904468,43553.9882023144111635516761024378129776,27018.31276794762869410635306837787756,0.1919213274704858462133909403627218233186,10163.3652867770799942696636649043461376,18565.2057402016611086949105058146467829,0.2216199459683683535686842089773572643292,8064.262990348862914636322853890642225384,8453.107027745967585411442562563230777085,0.2531078101250782264425154138262416734273,4193.512920749553824594065199989367185664,20035.6616928004114937332455459412394225,0.235102006619223954631200847248987356844,9232.431565125736567066911531598890235387,83163.7458309786313768633619980353734402,0.2605729952376174736106931264310117839461,42473.6436388617288808892621714567969409,161572.6898963207564724543667933048986968,0.1997828377001897386593458334368785345975,63267.722945385882761968990408695506533
2019,338729.660478267947930698845223167809111,0.1591334696459941626292908038353856324903,105650.3232420760676464088763339348117875,284180.5404403533168843957345749569504348,0.1707360477130950752170696912435236248482,95098.9301310443245986938409157041230168,54549.9106704960053015097181083063584132,0.1791207372776677803994816402888101906494,19151.1996267511160343767478866999243074,175906.9208585401327176362866721771127707,0.1718202125438013936718198239230760920983,59239.7544784864320135522776771454290165,28954.8574508837616787617910775398196153,0.1787571002147556907849700134007761244363,10144.7372559011244129336764061981486375,24407.2573030045300792526996238572681689,0.2066092019629436856976895862570619980683,9883.81734881687052179652392550034671389,4547.600147879231599509091453682551446422,0.1995302479199022936091916638177386126184,1778.472218495977730796842527562178110073,25595.0532196122436227479270307665387979,0.193304322653415097940960075928085107145,9697.36347475470188287461774322024669932,5124.628851748906209331430601053463544753,0.4329572901098207641093266428129891871893,4348.741024124745344298866978347080216394,106799.2184975251112998863812412893118816,0.1969960393223542743785269533292169437153,41236.4851716009191116674294364537382899
2021,73541.3607172332174070742254635468218267,0.1276480739419946825595605550977616976228,18399.3295792314461213653923453582460233,49157.6007088162023514882599023455719876,0.1439829138105780884857538487289606039935,13872.5949885448994019952944470356327172,24387.3945189087774862662161593488186918,0.1597618151970982401515096272798784545027,7636.50185588651607830125936421235050089,60095.4853009916583391809420902729871268,0.1337432811178942703861459890370129649186,15753.2400736725482526306912843630332288,12437.070685027741098068697271269102056,0.1846226015042503100121728981189824858094,4500.482116125657331807226538361158733444,8326.907698570460689123500373224522717002,0.2419795349433718691364035332632248190378,3949.284854736267525954448607046121755241,4110.162986457280408945196898044579338929,0.1568589622311437691768436952973228408896,1263.643165286833348745495834158435568903,11950.3238338810363881975188880797166359,0.1442318221641374476793387094453734945354,3378.289284743878410603547643472328019861,297.52089922191538622530988420697971165,0.2389373265453033790718840135492204087261,139.334142572820625559371460948147354667,29844.4514629366293499694440966271402187,0.4428987732065251039680227570202798409157,25907.4190423143804519333472225957783829
